,x,y,word,cluster
ribbon,22.214512,-17.74749,ribbon,6
Amber,-23.907873,5.102281,Amber,10
Alberta,1.4145057,15.986937,Alberta,8
Romance,-6.4212375,14.772685,Romance,3
babes,-1.9605523,-33.664734,babes,2
strips,9.146329,-19.726192,strips,5
slut,-2.061764,-35.334618,slut,2
boobs,-1.450706,-32.952084,boobs,2
non-profit,17.29077,1.3912349,non-profit,9
doll,10.450985,-21.73344,doll,6
nurses,12.701094,-0.8481846,nurses,9
Annie,-43.408005,-7.7437925,Annie,10
costumes,16.963743,-17.556095,costumes,6
seniors,9.30594,-7.0796256,seniors,9
Kiss,-21.753834,8.990933,Kiss,3
Registry,10.553165,19.113058,Registry,8
Mercedes,13.126574,18.480919,Mercedes,10
Christine,-40.717,-6.913069,Christine,10
weddings,26.20306,-8.118724,weddings,5
:00,14.207612,20.172855,:00,4
Monica,-36.16204,-7.7661195,Monica,10
grandmother,0.8677702,-17.672495,grandmother,10
Stephanie,-39.98071,-6.8503065,Stephanie,10
Compact,7.4809966,24.321207,Compact,0
lace,25.529312,-17.823692,lace,6
VIP,-9.012015,17.844408,VIP,8
earrings,29.112988,-12.576154,earrings,6
Hardcore,-7.702127,0.022151424,Hardcore,4
Advertise,3.7088428,19.100475,Advertise,8
Factor,6.988498,18.701376,Factor,8
floral,27.220266,-14.605197,floral,6
disabilities,21.198793,3.9636052,disabilities,9
cosmetic,24.01581,-2.0910382,cosmetic,9
Janet,-39.77439,-7.521889,Janet,10
baked,39.661858,-20.829075,baked,1
catering,18.28604,-11.0119705,catering,5
Andrea,-32.802013,0.96295,Andrea,10
Fiber,12.3267565,22.98064,Fiber,0
HOT,-13.441981,40.89954,HOT,7
sewing,25.067755,-13.258621,sewing,6
Beverly,-28.210905,4.8939967,Beverly,10
dessert,39.63474,-20.131203,dessert,1
fabrics,28.7139,-12.19327,fabrics,6
Cottage,-0.91733515,27.800478,Cottage,3
cakes,38.84094,-20.452604,cakes,1
Cum,-5.599496,-1.5393791,Cum,4
giveaway,3.9896886,-12.532589,giveaway,5
Claire,-38.625572,-6.4780483,Claire,10
cottage,21.520405,-10.845592,cottage,5
celebrities,9.758176,-17.026577,celebrities,5
Parties,0.641763,19.89986,Parties,8
pumps,26.189972,-5.4868884,pumps,6
FIRST,-12.739504,39.044426,FIRST,7
Beth,-34.56223,2.1350129,Beth,10
balcony,24.803701,-5.7078066,balcony,5
Readers,-9.6778755,15.762096,Readers,8
crafts,19.445595,-20.379671,crafts,6
Diana,-38.106228,-5.570031,Diana,10
Jenny,-42.798927,-11.27244,Jenny,10
ceramic,28.607235,-8.840303,ceramic,6
lingerie,2.3485317,-33.761776,lingerie,2
Salad,-2.3077846,25.103245,Salad,1
accommodations,22.693087,-2.663243,accommodations,5
Clearance,8.719166,26.322464,Clearance,0
CLICK,-13.541553,40.40421,CLICK,7
ebony,-0.12815131,-39.113155,ebony,2
Pussy,-7.7511363,-0.6242605,Pussy,4
Bella,-24.245909,7.375416,Bella,3
Closed,-10.801871,16.605902,Closed,8
Changing,-18.762915,13.689787,Changing,8
cocktail,19.395908,-21.436338,cocktail,6
dildo,-0.8778005,-37.97738,dildo,2
Mint,-1.4472961,27.910696,Mint,3
Absolutely,-25.138502,-0.6849316,Absolutely,3
yarn,29.62389,-9.249688,yarn,6
Sister,-31.374535,-6.407989,Sister,10
Christina,-37.463184,-8.8317995,Christina,10
moms,2.796521,-20.93275,moms,2
nylon,28.589327,-3.7723272,nylon,6
Lesbian,-9.157582,1.1159557,Lesbian,4
Decor,6.5921783,30.044092,Decor,0
Cancel,-10.457793,16.032389,Cancel,8
delightful,-5.124864,-22.367584,delightful,5
Angela,-40.201893,-9.081806,Angela,10
Diane,-40.12869,-3.5116763,Diane,10
Dates,-7.680286,16.658627,Dates,8
Silk,-10.301497,25.488243,Silk,0
Crafts,4.774685,28.3956,Crafts,0
Jo,-34.868607,-3.3604794,Jo,10
bracelet,27.69841,-13.224811,bracelet,6
Marina,-5.7020698,11.858448,Marina,10
brunette,-1.9926708,-37.30344,brunette,2
Bridal,9.763939,28.671654,Bridal,0
erotic,0.9085795,-31.428465,erotic,2
Tits,-5.8052382,-1.5167379,Tits,4
Kathy,-39.22618,-3.033977,Kathy,10
Sally,-42.18005,-6.303258,Sally,10
Giving,-24.68278,2.003932,Giving,8
supportive,8.1233015,-6.5622854,supportive,9
Powder,0.4827504,25.259264,Powder,0
pillow,17.67961,-19.77875,pillow,6
coconut,42.6832,-17.50817,coconut,1
Autumn,-22.945963,11.022226,Autumn,3
Lifestyle,-13.360471,14.833861,Lifestyle,8
Loved,-23.606756,2.1113715,Loved,3
healthier,39.229813,-14.12672,healthier,9
Tiffany,-24.209145,6.093975,Tiffany,10
cluster,18.545864,-7.680181,cluster,5
Affordable,-5.61853,20.181513,Affordable,8
Ms,-19.620123,5.8946047,Ms,10
Lindsay,-32.339817,0.7810387,Lindsay,10
Megan,-33.86708,-6.7994494,Megan,10
Mama,-24.41247,9.028484,Mama,3
Liz,-41.58995,-5.933064,Liz,10
showers,25.688913,-4.129456,showers,5
Coordinator,3.7807846,16.854729,Coordinator,8
Mirrors,10.0921755,25.600042,Mirrors,0
mattress,25.96523,-4.1243443,mattress,5
Kitty,-23.346718,4.821869,Kitty,3
Jackie,-41.855648,-7.508479,Jackie,10
Dana,-31.322504,1.1795843,Dana,10
dairy,40.430172,-15.267756,dairy,1
princess,13.328424,-19.742294,princess,6
Judy,-38.549232,-2.7518094,Judy,10
Sharing,-15.048975,12.217758,Sharing,8
Sandra,-38.45093,-10.564512,Sandra,10
bra,5.6616015,-34.230415,bra,2
quilt,24.588451,-12.861107,quilt,6
Rack,7.7635694,25.345863,Rack,0
pale,13.389487,-18.550116,pale,6
Wendy,-43.22412,-6.1870446,Wendy,10
clicks,7.9429407,-17.302322,clicks,5
Doll,-9.812318,20.854765,Doll,3
mum,1.0010144,-18.608932,mum,5
nonprofit,17.509851,1.4502406,nonprofit,9
Egg,-24.928112,16.707829,Egg,3
Trim,11.4291315,27.636194,Trim,0
SEE,-13.661495,39.29827,SEE,7
Bee,-22.471664,11.075135,Bee,3
complications,13.982383,-0.75098926,complications,9
AMI,14.684818,-10.248538,AMI,5
Lily,-28.325653,-3.4650433,Lily,3
MAC,8.300152,21.453588,MAC,8
knit,28.620476,-10.779542,knit,6
bikini,1.5761063,-31.99343,bikini,2
Jill,-42.45134,-7.11576,Jill,10
Bracelet,12.578431,27.882442,Bracelet,0
Engagement,6.147613,22.179869,Engagement,8
purse,17.60171,-19.220541,purse,6
milf,-1.3150073,-38.911762,milf,2
Libraries,7.027283,19.566908,Libraries,8
Lace,8.002656,30.73603,Lace,0
wives,4.448066,-22.188105,wives,2
Whitney,-28.979807,5.028642,Whitney,10
Britney,-17.759413,6.295895,Britney,10
Wellness,4.3326273,17.710932,Wellness,8
virgin,4.367139,-32.02759,virgin,2
yummy,38.043324,-21.890917,yummy,1
Satin,11.323511,29.181454,Satin,0
toes,7.3431807,-20.988333,toes,2
polish,13.6980915,-22.922024,polish,6
OTHER,-10.7626,39.489124,OTHER,7
scent,24.66426,-10.150245,scent,6
Kay,-32.92285,-2.462951,Kay,10
Aurora,-26.479897,2.660414,Aurora,8
tumor,22.994396,5.9007964,tumor,9
salon,17.212885,-14.218289,salon,5
Printed,6.412259,28.709467,Printed,0
escort,4.5063186,-34.23274,escort,2
TWO,-12.303942,40.31461,TWO,7
Cindy,-42.047928,-10.831367,Cindy,10
Cookies,-2.6440933,26.222788,Cookies,3
Caroline,-39.397697,-4.712216,Caroline,10
Patricia,-34.251858,1.4433187,Patricia,10
contacting,8.147236,-10.614345,contacting,5
handmade,20.194853,-22.327364,handmade,6
roses,19.299227,-19.942688,roses,6
Basket,-12.776213,23.873304,Basket,0
panties,0.84785914,-32.963524,panties,2
stamps,21.095201,-6.3538003,stamps,5
gardening,22.278273,-6.4657555,gardening,5
Relationship,-2.1632562,17.18291,Relationship,8
Disclaimer,-4.1106086,18.12436,Disclaimer,8
Blogger,-7.508108,15.407198,Blogger,8
bridal,27.675323,-12.665986,bridal,6
depressed,11.487437,-3.3161755,depressed,9
fairy,12.82141,-22.186615,fairy,6
Tropical,0.46377116,26.189964,Tropical,3
skinny,7.0688033,-22.491478,skinny,2
checkout,6.1958957,-11.874422,checkout,5
Everyday,-20.616035,12.862765,Everyday,8
bake,40.514065,-18.000257,bake,1
Roses,-15.618762,20.18838,Roses,3
candles,24.797379,-10.794575,candles,6
Wet,-12.584824,3.9013104,Wet,4
spicy,44.051964,-17.593811,spicy,1
Belle,-23.962421,5.414697,Belle,3
Shared,-12.2297125,14.56132,Shared,8
decorating,18.990658,-21.881584,decorating,6
vegetarian,40.225605,-16.73855,vegetarian,1
Erin,-37.953007,-4.843443,Erin,10
styling,22.682825,-16.822033,styling,6
Across,-17.907215,13.540783,Across,8
Wrap,-13.547322,23.200895,Wrap,0
decorations,20.57239,-20.378702,decorations,6
Louise,-34.09678,0.4904755,Louise,10
chicks,0.10992793,-29.176086,chicks,2
Winners,-9.2216835,16.463326,Winners,8
handbags,29.646826,-10.375883,handbags,6
Gorgeous,-21.658012,3.6684234,Gorgeous,3
spice,37.627502,-20.983992,spice,1
Vampire,-5.544289,13.636723,Vampire,3
blowjob,-1.5271065,-38.275414,blowjob,2
Awareness,-3.4455173,18.816217,Awareness,8
cheating,4.719321,-21.955208,cheating,2
Runtime,14.719088,19.644203,Runtime,8
pumpkin,39.16329,-20.54016,pumpkin,1
Coral,-13.802043,20.253624,Coral,0
emotionally,13.401635,-2.0671186,emotionally,9
Jeans,5.418299,26.618395,Jeans,0
invites,-6.8088274,-19.113167,invites,5
Novel,5.266596,20.858751,Novel,8
Benefit,-11.169292,15.246093,Benefit,8
coordinate,17.719746,-8.405578,coordinate,5
Butterfly,-16.303598,21.492207,Butterfly,0
Nail,3.9382324,28.1714,Nail,0
Compliance,7.9159493,19.178001,Compliance,8
Pregnancy,6.433842,17.390005,Pregnancy,8
Floral,6.291471,31.153883,Floral,0
STAR,-9.907866,40.307137,STAR,7
Molly,-37.641827,-6.821047,Molly,10
Mommy,-16.54283,6.447757,Mommy,3
Ribbon,-9.200858,24.28465,Ribbon,0
Penny,-29.511938,-2.044398,Penny,10
Carrie,-40.08686,-5.6284833,Carrie,10
Babe,-11.7467985,1.8490627,Babe,4
markers,23.420427,-2.016574,markers,9
Willow,-24.558538,8.205507,Willow,3
ms,23.520788,-3.7898579,ms,5
MSN,5.8480086,14.856333,MSN,8
Tina,-41.120464,-10.169618,Tina,10
cozy,20.158743,-16.782862,cozy,5
wardrobe,15.812306,-22.069235,wardrobe,6
Maya,-6.713964,11.285887,Maya,10
Paula,-41.992382,-3.1940002,Paula,10
Choosing,-19.11933,14.414523,Choosing,8
Clothes,-10.75937,21.77573,Clothes,0
pearl,21.185953,-18.811512,pearl,6
teaspoon,23.663912,8.236764,teaspoon,1
Katrina,-6.040375,10.194279,Katrina,10
arthritis,22.577808,4.8819385,arthritis,9
fragrance,29.52299,-8.40924,fragrance,6
Bride,-17.205582,19.162527,Bride,3
Natalie,-38.923664,-8.894384,Natalie,10
Consumers,-3.5052998,17.956644,Consumers,8
Ceramic,10.870591,27.629414,Ceramic,0
Shape,-13.834682,22.67047,Shape,0
TODAY,-12.044988,39.420532,TODAY,7
latex,28.627068,-3.0392811,latex,2
naughty,-0.31755084,-27.261463,naughty,2
therapist,13.054362,-2.9404194,therapist,9
tit,-0.46745953,-38.4408,tit,2
hips,27.718296,-2.3541846,hips,2
wellness,15.107515,-1.7803591,wellness,9
bookmark,7.9975057,-15.278383,bookmark,5
Ingredients,-2.826579,25.355114,Ingredients,1
chic,14.828084,-24.471498,chic,6
Weddings,5.543944,24.517282,Weddings,8
Eva,-34.65472,-9.941643,Eva,10
poses,0.111714594,-21.236221,poses,5
Carnival,-14.722941,17.644884,Carnival,3
knitting,26.204794,-9.994326,knitting,6
Madonna,-6.6526794,10.566726,Madonna,10
parenting,12.315314,-3.2461839,parenting,9
XXX,-10.261385,2.1454089,XXX,4
survivors,13.797218,-2.2421842,survivors,9
orgasm,0.94281214,-35.9278,orgasm,2
vampire,18.51424,-4.048798,vampire,5
dancers,18.556734,-4.397572,dancers,5
Reception,2.8917973,24.487995,Reception,8
Makeup,5.2377205,25.77601,Makeup,0
Married,-9.39033,8.163464,Married,10
Debbie,-42.747143,-6.383891,Debbie,10
membrane,23.24799,6.5454025,membrane,9
Passion,-21.71893,10.71782,Passion,3
Horny,-8.28779,-0.91288066,Horny,4
Sisters,-23.082376,8.495204,Sisters,3
fashionable,13.007845,-25.399471,fashionable,6
metallic,27.179062,-12.888546,metallic,6
jewellery,28.31431,-11.899485,jewellery,6
Swim,3.300015,25.993002,Swim,0
Naturally,-22.011614,12.788131,Naturally,3
SAVE,-8.709894,39.997173,SAVE,7
Clare,-29.127468,6.354271,Clare,10
Giveaway,-7.2024117,18.699524,Giveaway,3
Rosa,-27.74574,5.1050262,Rosa,10
Split,-13.57695,17.37903,Split,8
vegan,40.834156,-16.592072,vegan,1
Maggie,-43.244865,-6.8574495,Maggie,10
Sleeping,-5.5244546,14.312934,Sleeping,3
Metallic,11.14158,28.37107,Metallic,0
Norwegian,13.2683115,16.440054,Norwegian,5
PLUS,-11.29864,40.527546,PLUS,7
Mai,1.0604639,12.8322525,Mai,3
vacations,22.137417,-5.3345947,vacations,5
creamy,44.05714,-18.01018,creamy,1
sleek,23.243721,-17.20629,sleek,6
hentai,0.9260543,-38.815624,hentai,2
Allison,-35.269676,-1.9581081,Allison,10
Fairy,-15.937312,19.932854,Fairy,3
Abbey,-6.2012854,11.729861,Abbey,10
boutique,20.261543,-15.877984,boutique,6
DD,2.524491,-13.189874,DD,5
gown,25.362602,-16.125189,gown,6
adore,9.819026,-24.754353,adore,6
Nylon,12.530545,24.85043,Nylon,0
juicy,4.4009805,-31.72537,juicy,2
obsessed,-1.2986966,-20.480612,obsessed,5
Totally,-23.934902,2.9485474,Totally,3
Languages,5.837849,19.723223,Languages,8
Laundry,6.3802724,25.287455,Laundry,0
Jen,-36.647076,-5.202371,Jen,10
shemale,-0.64979637,-38.95011,shemale,2
curves,14.706259,-16.050655,curves,6
allergic,22.805603,1.7630395,allergic,9
Cure,-6.3212113,17.006208,Cure,8
exquisite,12.614354,-26.132528,exquisite,6
Kristen,-29.82834,5.2254825,Kristen,10
Spears,-18.296505,6.2443886,Spears,10
Facial,14.2997265,21.006075,Facial,4
Boutique,3.4926097,28.875334,Boutique,0
Sunny,-22.876034,8.914869,Sunny,3
Romantic,1.7595348,26.899828,Romantic,3
Marilyn,-33.261036,-1.8711036,Marilyn,10
Inspired,-26.081295,-3.1969707,Inspired,0
Fancy,-22.73861,14.17494,Fancy,0
cinnamon,43.12943,-16.850563,cinnamon,1
Templates,9.078938,22.772486,Templates,8
butterfly,14.500607,-22.65021,butterfly,6
bio,3.5931766,-16.404398,bio,5
Beads,14.404834,26.954458,Beads,0
addicted,1.8370899,-20.041506,addicted,9
Charm,-11.125141,24.039719,Charm,0
Venus,-7.5483007,10.871594,Venus,3
donor,14.84547,-1.2370957,donor,9
cunt,-0.4811567,-35.96813,cunt,2
Clara,-28.570023,5.3680315,Clara,10
elegance,23.46731,-16.662151,elegance,6
outfits,10.731793,-25.539137,outfits,6
Tops,-10.944581,22.962511,Tops,0
Shoulder,11.450506,26.784563,Shoulder,0
Bake,-2.559045,25.592506,Bake,1
allergies,22.61825,2.3270957,allergies,9
coordinates,21.477993,-3.2778895,coordinates,5
sweater,24.377428,-18.308182,sweater,6
Katherine,-39.799732,-2.833457,Katherine,10
stressful,14.36638,-2.1656892,stressful,9
yogurt,43.123013,-15.894853,yogurt,1
tsp,23.6637,8.259544,tsp,1
Savannah,-26.696339,1.4517093,Savannah,10
feminine,15.946605,-18.895575,feminine,6
inspirational,7.0277524,-13.674892,inspirational,5
Cookie,-24.8549,17.088139,Cookie,3
flats,26.462015,-8.8972225,flats,6
Katy,-27.580566,6.131704,Katy,10
Moms,-9.192075,5.208552,Moms,4
themed,17.426222,-22.136406,themed,5
Ana,-27.354599,6.65193,Ana,10
dolls,12.872459,-19.773579,dolls,6
Daisy,-27.839886,-3.0777984,Daisy,3
Rihanna,0.8807885,12.675439,Rihanna,10
Busty,-7.106793,-1.3398218,Busty,4
licking,-1.0040793,-33.25235,licking,2
Soap,0.75556916,25.318933,Soap,3
Courtney,-34.108932,-6.641817,Courtney,10
SPECIAL,-11.273445,39.644367,SPECIAL,7
literacy,15.5268,-0.73564774,literacy,9
Acne,15.734907,23.113024,Acne,8
invitations,19.33187,-15.979745,invitations,5
messy,7.402128,-20.33092,messy,5
pendant,29.913982,-10.504057,pendant,6
Shirley,-36.38654,-2.4150107,Shirley,10
Loving,-23.711304,2.5644543,Loving,3
Met,-20.921642,7.627986,Met,3
Deborah,-34.405533,2.9130628,Deborah,10
Spotlight,-19.434765,12.887668,Spotlight,8
Bollywood,14.140803,18.987375,Bollywood,3
crystals,28.933865,-8.868687,crystals,6
Brooke,-34.935776,-10.662815,Brooke,10
dancer,10.776363,-17.452845,dancer,5
Counseling,9.061863,17.74977,Counseling,8
Nina,-33.92962,-8.676096,Nina,10
Gaga,-6.6160016,10.921763,Gaga,10
perfume,25.45647,-10.606157,perfume,6
Barbie,-23.158632,7.153793,Barbie,3
Pillow,5.837522,28.440609,Pillow,0
Launches,-0.89531046,20.687864,Launches,8
satin,26.120033,-17.519077,satin,6
busty,-1.7755877,-36.84328,busty,2
hers,-4.371392,-19.999763,hers,5
Destination,-10.002856,17.363451,Destination,8
nipples,1.062077,-36.88894,nipples,2
Treat,-21.77604,12.507067,Treat,3
Mesh,7.0906987,28.745918,Mesh,0
aunt,0.48318288,-18.336134,aunt,10
hormones,22.902794,5.3877263,hormones,9
Bonnie,-37.333916,-2.9702897,Bonnie,10
CONTACT,-8.368295,39.400887,CONTACT,7
NEXT,-12.968788,39.218227,NEXT,7
Olivia,-39.945618,-11.675027,Olivia,10
Dorothy,-32.49417,2.524145,Dorothy,10
Vanessa,-35.66792,-10.878873,Vanessa,10
Ivy,-23.909678,7.671474,Ivy,3
whore,-0.2563165,-32.370617,whore,2
allergy,22.858624,1.7380425,allergy,9
Patterns,2.1958802,28.494366,Patterns,0
lick,0.25745332,-28.94161,lick,2
Decorative,7.3910503,29.64857,Decorative,0
Tara,-36.5513,-6.9950743,Tara,10
flashing,4.9018035,-33.932083,flashing,2
Ballet,4.980425,24.550714,Ballet,3
Relationships,-2.0357866,17.239426,Relationships,8
coats,21.278866,-17.9446,coats,6
Samantha,-38.430347,-11.727735,Samantha,10
stitch,26.604063,-11.751973,stitch,6
Biggest,-14.54057,11.06468,Biggest,8
crust,43.740223,-16.193987,crust,1
Actress,13.200926,19.925009,Actress,10
sexuality,12.044338,-5.605212,sexuality,9
footwear,27.61693,-9.8907795,footwear,6
Shades,-9.297235,23.576212,Shades,0
ensemble,19.695818,-14.889486,ensemble,6
widget,20.737896,-4.9689484,widget,5
stockings,1.5921392,-33.028366,stockings,2
Adelaide,-8.436346,11.811937,Adelaide,8
Inspiration,-18.591452,13.20874,Inspiration,8
posing,0.40387574,-25.58266,posing,2
Swan,-27.09566,-2.0862074,Swan,3
Cheryl,-40.472237,-4.235354,Cheryl,10
litter,17.220366,-11.600539,litter,5
Mae,0.4670689,12.1684675,Mae,10
distress,11.979281,-2.9364421,distress,9
Addiction,-0.40277,17.651466,Addiction,8
trendy,15.532281,-24.145323,trendy,6
Ebony,-9.131166,1.9559994,Ebony,4
Trend,-7.686019,21.42569,Trend,8
Voices,-9.460556,15.0494995,Voices,8
xx,2.34719,-12.720608,xx,3
platinum,24.861866,-7.7389913,platinum,6
peek,-6.368176,-19.624594,peek,5
sandy,25.703156,-4.9037232,sandy,5
photostream,2.903571,-12.160604,photostream,5
Smile,-20.454792,10.171706,Smile,3
Vanity,4.097672,25.97275,Vanity,0
Kathleen,-35.455666,2.075593,Kathleen,10
triangle,13.849796,-21.823908,triangle,6
Pam,-42.284058,-3.4007638,Pam,10
Shares,5.7469783,20.096796,Shares,8
Vuitton,14.799957,17.452406,Vuitton,6
Designers,2.344637,28.263348,Designers,8
Buffy,0.2673125,11.83364,Buffy,10
Ginger,-25.414494,12.7357235,Ginger,3
Spice,-24.77529,12.753921,Spice,3
Emerald,-14.805128,19.973425,Emerald,0
penetration,4.0252447,-34.22187,penetration,2
Candle,5.1665382,28.825464,Candle,0
supermarket,19.532497,-11.573638,supermarket,5
prom,14.999828,-21.21324,prom,6
Yay,-25.898092,0.2662197,Yay,3
royalty,16.8903,-13.697564,royalty,5
scans,17.494513,-5.2038293,scans,5
Fucked,-6.4389477,-0.80360645,Fucked,4
Witch,-15.714679,18.410423,Witch,3
veggies,42.316113,-17.024298,veggies,1
lesbians,-1.0468864,-31.711092,lesbians,2
paired,-5.272427,-22.283974,paired,6
ER,5.891305,14.396348,ER,9
Heated,15.444457,23.593243,Heated,0
Tight,-10.245212,3.1259956,Tight,4
goodies,-5.1612935,-23.043015,goodies,5
Nikki,-34.324974,-10.764599,Nikki,10
Angie,-36.30224,-7.798514,Angie,10
witch,5.162191,-17.88127,witch,5
Diamonds,-10.542238,23.348574,Diamonds,0
Scenes,-16.939827,10.278233,Scenes,3
gal,6.710484,-21.359863,gal,2
Layer,0.85146886,24.774876,Layer,0
Delicious,-25.482601,15.484862,Delicious,3
coral,26.177052,-9.691389,coral,6
chatting,5.7513127,-17.533407,chatting,5
Sophie,-34.590134,-8.890519,Sophie,10
Denise,-41.215176,-9.16345,Denise,10
Tote,10.131555,28.055891,Tote,0
obsession,-1.6512659,-20.623058,obsession,5
boob,0.48791856,-38.098545,boob,2
OPEN,-9.689726,39.872368,OPEN,7
